batter_a,year,strikeout_mean.1.00,strikeout_mean.2.00,strikeout_mean.3.00,strikeout_mean.4.00,strikeout_mean.5.00,strikeout_mean.6.00,strikeout_mean.7.00,strikeout_mean.8.00,walk_mean.1.00,walk_mean.2.00,walk_mean.3.00,walk_mean.4.00,walk_mean.5.00,walk_mean.6.00,walk_mean.7.00,walk_mean.8.00
davic003,"2,015.00",0.37,0.43,0.27,0.23,0.25,0.25,0.32,0.30,0.07,0.08,0.12,0.17,0.15,0.05,0.07,0.12
davic003,"2,016.00",0.27,0.30,0.30,0.38,0.27,0.37,0.33,0.35,0.17,0.10,0.13,0.15,0.12,0.05,0.15,0.13
davii001,"2,012.00",0.28,0.25,0.28,0.25,0.20,0.25,0.20,0.18,0.07,0.07,0.05,0.18,0.03,0.07,0.07,0.13
davik003,"2,014.00",0.27,0.30,0.22,0.15,0.23,0.18,0.30,0.13,0.02,0.00,0.05,0.12,0.07,0.07,0.05,0.10
davik003,"2,016.00",0.35,0.17,0.25,0.28,0.22,0.28,0.23,0.30,0.03,0.02,0.03,0.05,0.03,0.03,0.08,0.07
davir003,"2,012.00",0.20,0.17,0.20,0.17,0.20,0.18,0.23,0.28,0.05,0.08,0.02,0.10,0.02,0.07,0.07,0.03
davir003,"2,014.00",0.12,0.22,0.18,0.17,0.17,0.17,0.13,0.07,0.07,0.02,0.07,0.05,0.05,0.02,0.07,0.03
davir003,"2,016.00",0.27,0.25,0.27,0.17,0.13,0.22,0.18,0.12,0.07,0.10,0.10,0.07,0.02,0.07,0.08,0.03
deaza001,"2,012.00",0.17,0.23,0.17,0.22,0.12,0.18,0.20,0.08,0.08,0.12,0.12,0.07,0.05,0.03,0.07,0.02
deaza001,"2,013.00",0.23,0.35,0.22,0.23,0.23,0.13,0.15,0.23,0.05,0.07,0.05,0.07,0.07,0.13,0.08,0.05
deaza001,"2,014.00",0.23,0.15,0.27,0.22,0.20,0.23,0.13,0.27,0.03,0.10,0.07,0.12,0.02,0.10,0.07,0.05
dejed001,"2,012.00",0.18,0.12,0.20,0.13,0.17,0.12,0.15,0.10,0.13,0.12,0.03,0.15,0.05,0.08,0.15,0.07
denoc001,"2,013.00",0.17,0.15,0.15,0.13,0.17,0.10,0.22,0.10,0.08,0.10,0.02,0.12,0.07,0.05,0.10,0.02
deshd002,"2,015.00",0.22,0.20,0.23,0.20,0.25,0.22,0.18,0.08,0.17,0.10,0.07,0.10,0.13,0.08,0.10,0.03
desmi001,"2,012.00",0.15,0.18,0.25,0.20,0.20,0.17,0.25,0.23,0.05,0.05,0.00,0.05,0.03,0.08,0.05,0.07
desmi001,"2,013.00",0.22,0.30,0.20,0.18,0.22,0.20,0.27,0.15,0.02,0.03,0.08,0.05,0.07,0.07,0.08,0.15
desmi001,"2,014.00",0.30,0.28,0.20,0.27,0.30,0.38,0.23,0.27,0.05,0.05,0.10,0.08,0.07,0.00,0.02,0.12
desmi001,"2,015.00",0.17,0.30,0.28,0.25,0.37,0.28,0.37,0.18,0.05,0.08,0.03,0.03,0.02,0.07,0.08,0.08
desmi001,"2,016.00",0.27,0.15,0.25,0.17,0.27,0.27,0.27,0.33,0.08,0.08,0.03,0.02,0.10,0.08,0.07,0.03
dickc002,"2,014.00",0.20,0.27,0.13,0.28,0.17,0.18,0.18,0.20,0.03,0.12,0.10,0.08,0.05,0.02,0.08,0.03
dickc002,"2,016.00",0.20,0.33,0.25,0.27,0.18,0.17,0.25,0.22,0.03,0.08,0.00,0.07,0.07,0.08,0.05,0.03
dirka001,"2,013.00",0.20,0.10,0.20,0.13,0.27,0.18,0.12,0.17,0.13,0.08,0.02,0.03,0.13,0.08,0.13,0.03
domim001,"2,013.00",0.12,0.17,0.17,0.15,0.12,0.18,0.18,0.20,0.05,0.03,0.02,0.00,0.05,0.08,0.02,0.08
domim001,"2,014.00",0.25,0.17,0.12,0.25,0.22,0.25,0.15,0.15,0.07,0.12,0.02,0.05,0.05,0.03,0.02,0.02
donaj001,"2,013.00",0.10,0.13,0.22,0.17,0.23,0.12,0.17,0.23,0.08,0.13,0.10,0.08,0.05,0.12,0.08,0.18
donaj001,"2,014.00",0.25,0.10,0.23,0.18,0.23,0.18,0.13,0.10,0.02,0.17,0.10,0.17,0.08,0.05,0.05,0.13
donaj001,"2,015.00",0.15,0.17,0.18,0.15,0.20,0.28,0.15,0.18,0.07,0.13,0.07,0.07,0.02,0.10,0.08,0.13
donaj001,"2,016.00",0.27,0.18,0.15,0.15,0.15,0.12,0.13,0.13,0.08,0.15,0.13,0.10,0.22,0.13,0.17,0.10
doumr001,"2,012.00",0.20,0.15,0.12,0.25,0.22,0.15,0.15,0.20,0.02,0.15,0.05,0.02,0.03,0.03,0.02,0.02
doumr001,"2,013.00",0.18,0.17,0.17,0.15,0.10,0.17,0.18,0.27,0.10,0.07,0.08,0.08,0.07,0.05,0.12,0.10
dozib001,"2,013.00",0.17,0.22,0.20,0.12,0.15,0.17,0.22,0.22,0.10,0.02,0.03,0.13,0.17,0.03,0.05,0.08
dozib001,"2,014.00",0.22,0.23,0.12,0.15,0.13,0.15,0.28,0.17,0.13,0.18,0.15,0.03,0.13,0.18,0.03,0.02
dozib001,"2,015.00",0.22,0.13,0.13,0.32,0.12,0.25,0.17,0.33,0.10,0.07,0.12,0.07,0.12,0.02,0.08,0.10
dozib001,"2,016.00",0.17,0.15,0.15,0.20,0.08,0.18,0.20,0.13,0.10,0.08,0.05,0.08,0.13,0.10,0.07,0.05
drews001,"2,013.00",0.28,0.23,0.22,0.32,0.25,0.23,0.22,0.25,0.13,0.10,0.13,0.05,0.08,0.15,0.08,0.08
drurb001,"2,016.00",0.18,0.18,0.10,0.30,0.23,0.17,0.17,0.20,0.02,0.03,0.02,0.10,0.03,0.08,0.05,0.13
dudal001,"2,014.00",0.27,0.23,0.18,0.13,0.23,0.22,0.22,0.18,0.08,0.10,0.08,0.12,0.13,0.12,0.03,0.12
dudal001,"2,015.00",0.18,0.20,0.27,0.25,0.20,0.38,0.27,0.32,0.08,0.13,0.10,0.10,0.08,0.07,0.12,0.12
duffm002,"2,015.00",0.18,0.23,0.13,0.17,0.15,0.15,0.08,0.17,0.07,0.02,0.08,0.03,0.02,0.03,0.03,0.08
dunna001,"2,012.00",0.37,0.28,0.35,0.45,0.35,0.30,0.30,0.25,0.13,0.18,0.17,0.25,0.13,0.20,0.13,0.10
dunna001,"2,013.00",0.28,0.30,0.37,0.30,0.18,0.27,0.23,0.17,0.05,0.13,0.10,0.07,0.15,0.13,0.12,0.15
dunna001,"2,014.00",0.28,0.25,0.27,0.43,0.33,0.22,0.28,0.33,0.22,0.12,0.25,0.05,0.18,0.12,0.03,0.07
duvaa001,"2,016.00",0.38,0.22,0.27,0.22,0.27,0.32,0.22,0.25,0.07,0.03,0.00,0.05,0.07,0.10,0.10,0.10
eatoa002,"2,014.00",0.12,0.15,0.23,0.20,0.13,0.15,0.08,0.12,0.12,0.07,0.00,0.13,0.12,0.10,0.07,0.08
eatoa002,"2,015.00",0.13,0.17,0.18,0.17,0.12,0.20,0.22,0.28,0.07,0.07,0.07,0.05,0.08,0.03,0.17,0.12
eatoa002,"2,016.00",0.13,0.12,0.02,0.23,0.17,0.17,0.25,0.23,0.05,0.10,0.12,0.05,0.12,0.07,0.08,0.08
ellia001,"2,012.00",0.20,0.15,0.23,0.27,0.32,0.17,0.17,0.17,0.13,0.15,0.10,0.18,0.07,0.12,0.05,0.08
ellim001,"2,012.00",0.10,0.10,0.13,0.20,0.13,0.15,0.17,0.18,0.10,0.10,0.13,0.07,0.13,0.05,0.03,0.05
ellim001,"2,013.00",0.17,0.15,0.15,0.13,0.13,0.13,0.15,0.18,0.02,0.02,0.08,0.05,0.05,0.07,0.03,0.07
ellsj001,"2,013.00",0.10,0.15,0.12,0.15,0.13,0.08,0.12,0.15,0.03,0.12,0.07,0.12,0.10,0.03,0.05,0.03
ellsj001,"2,014.00",0.07,0.27,0.18,0.18,0.17,0.08,0.13,0.07,0.10,0.05,0.12,0.07,0.10,0.10,0.03,0.07
ellsj001,"2,015.00",0.17,0.08,0.15,0.15,0.28,0.13,0.18,0.22,0.10,0.08,0.15,0.02,0.07,0.03,0.07,0.00
ellsj001,"2,016.00",0.18,0.10,0.15,0.10,0.08,0.10,0.10,0.23,0.05,0.08,0.08,0.12,0.10,0.07,0.05,0.07
encae001,"2,012.00",0.18,0.13,0.22,0.10,0.20,0.10,0.13,0.08,0.05,0.07,0.08,0.10,0.08,0.17,0.20,0.12
encae001,"2,013.00",0.22,0.10,0.13,0.08,0.07,0.08,0.07,0.08,0.10,0.08,0.12,0.08,0.15,0.08,0.17,0.08
encae001,"2,014.00",0.22,0.20,0.12,0.12,0.12,0.17,0.12,0.13,0.10,0.10,0.10,0.08,0.13,0.12,0.08,0.12
encae001,"2,015.00",0.13,0.27,0.20,0.20,0.13,0.12,0.10,0.18,0.05,0.07,0.20,0.12,0.10,0.13,0.15,0.10
encae001,"2,016.00",0.27,0.17,0.22,0.20,0.13,0.15,0.20,0.28,0.05,0.12,0.10,0.07,0.15,0.22,0.07,0.08
escoa003,"2,012.00",0.13,0.15,0.12,0.20,0.15,0.23,0.12,0.15,0.02,0.02,0.07,0.02,0.03,0.08,0.02,0.05
escoa003,"2,013.00",0.07,0.10,0.12,0.12,0.12,0.15,0.17,0.12,0.05,0.05,0.00,0.02,0.03,0.05,0.02,0.02
escoa003,"2,014.00",0.17,0.17,0.10,0.13,0.10,0.22,0.18,0.12,0.03,0.10,0.03,0.03,0.03,0.02,0.03,0.03
escoa003,"2,015.00",0.05,0.12,0.10,0.15,0.10,0.10,0.08,0.15,0.03,0.03,0.03,0.02,0.05,0.07,0.05,0.02
escoa003,"2,016.00",0.13,0.13,0.12,0.15,0.22,0.05,0.10,0.12,0.02,0.07,0.03,0.03,0.00,0.02,0.07,0.05
escoe001,"2,014.00",0.18,0.18,0.23,0.18,0.17,0.23,0.25,0.12,0.05,0.05,0.05,0.07,0.07,0.03,0.05,0.02
escoy001,"2,012.00",0.12,0.10,0.08,0.12,0.08,0.07,0.15,0.17,0.05,0.05,0.08,0.07,0.08,0.02,0.07,0.02
escoy001,"2,013.00",0.20,0.07,0.08,0.10,0.15,0.15,0.08,0.10,0.08,0.00,0.10,0.12,0.05,0.10,0.12,0.08
escoy001,"2,014.00",0.10,0.18,0.13,0.05,0.07,0.12,0.10,0.17,0.05,0.12,0.12,0.05,0.12,0.05,0.03,0.02
escoy001,"2,015.00",0.08,0.13,0.13,0.17,0.12,0.17,0.08,0.05,0.08,0.07,0.07,0.07,0.02,0.02,0.10,0.13
escoy001,"2,016.00",0.05,0.17,0.15,0.08,0.13,0.12,0.12,0.05,0.12,0.05,0.03,0.07,0.07,0.05,0.08,0.08
espid001,"2,012.00",0.25,0.35,0.25,0.37,0.18,0.23,0.22,0.30,0.15,0.08,0.07,0.08,0.07,0.00,0.03,0.05
espid001,"2,016.00",0.20,0.23,0.25,0.23,0.20,0.37,0.28,0.33,0.08,0.03,0.05,0.05,0.10,0.03,0.07,0.08
ethia001,"2,012.00",0.20,0.27,0.15,0.18,0.30,0.17,0.15,0.12,0.05,0.10,0.03,0.07,0.07,0.10,0.08,0.05
ethia001,"2,013.00",0.22,0.17,0.17,0.13,0.07,0.12,0.18,0.20,0.13,0.07,0.03,0.05,0.08,0.08,0.10,0.10
fielp001,"2,012.00",0.18,0.13,0.20,0.02,0.13,0.05,0.10,0.08,0.07,0.08,0.05,0.07,0.12,0.07,0.10,0.12
fielp001,"2,013.00",0.15,0.27,0.15,0.17,0.15,0.12,0.23,0.12,0.13,0.17,0.12,0.08,0.05,0.08,0.10,0.10
fielp001,"2,015.00",0.08,0.12,0.12,0.13,0.10,0.10,0.07,0.15,0.05,0.07,0.03,0.03,0.07,0.10,0.05,0.08
florw001,"2,015.00",0.17,0.13,0.07,0.10,0.17,0.08,0.20,0.05,0.03,0.05,0.00,0.05,0.03,0.03,0.05,0.02
forsl001,"2,015.00",0.13,0.13,0.13,0.17,0.15,0.23,0.15,0.20,0.13,0.05,0.07,0.10,0.07,0.10,0.10,0.07
forsl001,"2,016.00",0.25,0.18,0.22,0.18,0.23,0.18,0.20,0.17,0.12,0.10,0.05,0.03,0.05,0.08,0.07,0.17
fowld001,"2,012.00",0.25,0.22,0.22,0.30,0.23,0.22,0.13,0.27,0.12,0.12,0.18,0.12,0.08,0.08,0.10,0.13
fowld001,"2,013.00",0.23,0.18,0.30,0.15,0.13,0.27,0.12,0.23,0.12,0.13,0.07,0.17,0.08,0.12,0.18,0.13
fowld001,"2,014.00",0.27,0.18,0.10,0.17,0.20,0.20,0.23,0.27,0.05,0.12,0.22,0.15,0.13,0.15,0.07,0.12
fowld001,"2,015.00",0.20,0.22,0.17,0.32,0.13,0.25,0.15,0.23,0.08,0.08,0.17,0.07,0.08,0.08,0.20,0.17
fowld001,"2,016.00",0.22,0.18,0.22,0.20,0.22,0.18,0.22,0.27,0.18,0.15,0.10,0.12,0.05,0.15,0.18,0.10
franj004,"2,012.00",0.15,0.08,0.18,0.25,0.18,0.22,0.20,0.22,0.05,0.08,0.02,0.02,0.02,0.05,0.02,0.08
franm004,"2,016.00",0.20,0.15,0.18,0.10,0.27,0.13,0.17,0.13,0.05,0.05,0.02,0.07,0.08,0.05,0.03,0.03
frazt001,"2,013.00",0.22,0.25,0.27,0.17,0.25,0.22,0.17,0.17,0.08,0.08,0.10,0.12,0.13,0.03,0.08,0.10
frazt001,"2,014.00",0.15,0.18,0.18,0.23,0.23,0.18,0.15,0.27,0.08,0.08,0.03,0.10,0.10,0.03,0.07,0.03
frazt001,"2,015.00",0.15,0.18,0.13,0.20,0.20,0.15,0.10,0.23,0.05,0.15,0.10,0.05,0.02,0.02,0.03,0.07
frazt001,"2,016.00",0.25,0.13,0.17,0.15,0.38,0.28,0.20,0.23,0.05,0.12,0.15,0.10,0.13,0.07,0.07,0.08
freed001,"2,012.00",0.27,0.18,0.23,0.32,0.20,0.13,0.15,0.23,0.07,0.08,0.05,0.05,0.08,0.18,0.07,0.12
freed001,"2,013.00",0.22,0.22,0.17,0.20,0.20,0.15,0.20,0.25,0.12,0.07,0.10,0.08,0.07,0.13,0.05,0.10
freed001,"2,014.00",0.25,0.28,0.22,0.30,0.27,0.32,0.17,0.15,0.07,0.03,0.20,0.02,0.10,0.07,0.05,0.03
freed001,"2,015.00",0.25,0.17,0.22,0.20,0.25,0.22,0.20,0.23,0.03,0.08,0.03,0.10,0.10,0.07,0.00,0.10
freed001,"2,016.00",0.22,0.28,0.25,0.25,0.25,0.25,0.28,0.30,0.08,0.10,0.07,0.07,0.10,0.08,0.08,0.08
freef001,"2,012.00",0.30,0.18,0.13,0.32,0.20,0.08,0.12,0.13,0.05,0.03,0.17,0.00,0.05,0.07,0.20,0.12
freef001,"2,013.00",0.23,0.10,0.25,0.18,0.18,0.18,0.27,0.17,0.10,0.08,0.07,0.05,0.17,0.08,0.08,0.08
freef001,"2,014.00",0.08,0.27,0.08,0.23,0.22,0.17,0.18,0.23,0.12,0.05,0.08,0.18,0.13,0.05,0.15,0.07
freef001,"2,015.00",0.25,0.17,0.20,0.27,0.17,0.15,0.13,0.18,0.10,0.07,0.08,0.08,0.05,0.03,0.22,0.18
freef001,"2,016.00",0.25,0.22,0.27,0.25,0.23,0.27,0.27,0.23,0.10,0.05,0.08,0.07,0.07,0.05,0.12,0.05
furcr001,"2,012.00",0.13,0.10,0.07,0.13,0.12,0.07,0.05,0.15,0.05,0.13,0.08,0.07,0.03,0.15,0.12,0.08
galvf001,"2,015.00",0.08,0.10,0.22,0.20,0.20,0.27,0.20,0.15,0.07,0.05,0.08,0.00,0.08,0.02,0.03,0.05
galvf001,"2,016.00",0.15,0.22,0.25,0.20,0.22,0.13,0.27,0.17,0.03,0.03,0.03,0.02,0.07,0.02,0.03,0.05
garca003,"2,015.00",0.25,0.17,0.25,0.37,0.22,0.20,0.28,0.15,0.05,0.03,0.08,0.05,0.03,0.05,0.05,0.05
garca004,"2,016.00",0.18,0.22,0.20,0.13,0.13,0.07,0.18,0.10,0.07,0.02,0.03,0.00,0.05,0.05,0.03,0.07
gardb001,"2,013.00",0.17,0.23,0.27,0.15,0.12,0.28,0.17,0.23,0.08,0.10,0.08,0.08,0.07,0.03,0.13,0.08
gardb001,"2,014.00",0.23,0.23,0.23,0.17,0.12,0.22,0.25,0.20,0.07,0.07,0.12,0.08,0.03,0.15,0.12,0.15
gardb001,"2,015.00",0.12,0.08,0.27,0.20,0.23,0.23,0.17,0.20,0.08,0.10,0.07,0.10,0.05,0.12,0.13,0.13
gardb001,"2,016.00",0.12,0.25,0.17,0.12,0.15,0.18,0.18,0.25,0.15,0.10,0.15,0.12,0.10,0.03,0.08,0.10
gatte001,"2,015.00",0.35,0.13,0.20,0.25,0.15,0.18,0.17,0.15,0.05,0.02,0.05,0.02,0.02,0.02,0.05,0.05
gatte001,"2,016.00",0.32,0.27,0.18,0.15,0.25,0.35,0.17,0.25,0.08,0.03,0.05,0.07,0.07,0.05,0.13,0.08
genns001,"2,014.00",0.13,0.12,0.17,0.18,0.10,0.12,0.12,0.15,0.03,0.05,0.02,0.05,0.03,0.03,0.03,0.02
genns001,"2,016.00",0.17,0.32,0.18,0.22,0.13,0.18,0.10,0.28,0.13,0.05,0.05,0.10,0.03,0.08,0.02,0.05
giavj001,"2,015.00",0.13,0.08,0.18,0.15,0.12,0.05,0.10,0.12,0.08,0.07,0.07,0.08,0.05,0.08,0.03,0.03
gillc001,"2,014.00",0.22,0.07,0.15,0.10,0.17,0.15,0.13,0.18,0.08,0.07,0.10,0.02,0.08,0.07,0.05,0.03
goldp001,"2,012.00",0.30,0.23,0.20,0.25,0.15,0.25,0.20,0.22,0.08,0.07,0.12,0.10,0.07,0.08,0.03,0.17
goldp001,"2,013.00",0.28,0.23,0.15,0.18,0.18,0.22,0.13,0.25,0.10,0.13,0.12,0.10,0.08,0.08,0.12,0.13
goldp001,"2,014.00",0.20,0.18,0.18,0.28,0.25,0.22,0.22,0.23,0.07,0.05,0.03,0.07,0.13,0.20,0.22,0.12
goldp001,"2,015.00",0.22,0.23,0.15,0.15,0.13,0.15,0.25,0.17,0.12,0.13,0.10,0.13,0.13,0.10,0.12,0.17
goldp001,"2,016.00",0.25,0.17,0.30,0.17,0.18,0.22,0.22,0.10,0.15,0.22,0.18,0.17,0.13,0.07,0.02,0.13
gomec002,"2,013.00",0.17,0.20,0.28,0.15,0.25,0.23,0.35,0.27,0.00,0.10,0.02,0.02,0.03,0.03,0.07,0.15
gomec002,"2,014.00",0.23,0.30,0.23,0.22,0.15,0.18,0.17,0.32,0.07,0.08,0.10,0.07,0.05,0.05,0.05,0.02
gomec002,"2,015.00",0.18,0.23,0.23,0.18,0.27,0.18,0.20,0.18,0.02,0.05,0.05,0.05,0.18,0.05,0.03,0.05
gomey001,"2,014.00",0.25,0.23,0.17,0.27,0.25,0.22,0.20,0.20,0.07,0.03,0.07,0.07,0.02,0.05,0.02,0.00
gonza003,"2,012.00",0.20,0.13,0.20,0.23,0.15,0.13,0.08,0.08,0.05,0.12,0.08,0.00,0.07,0.05,0.00,0.05
gonza003,"2,013.00",0.10,0.12,0.17,0.08,0.18,0.13,0.10,0.15,0.08,0.07,0.05,0.08,0.07,0.03,0.10,0.03
gonza003,"2,014.00",0.20,0.20,0.12,0.12,0.25,0.08,0.20,0.15,0.08,0.05,0.10,0.08,0.10,0.03,0.05,0.05
gonza003,"2,015.00",0.07,0.20,0.17,0.22,0.07,0.15,0.13,0.25,0.08,0.08,0.12,0.07,0.05,0.05,0.08,0.08
gonza003,"2,016.00",0.18,0.25,0.18,0.13,0.27,0.05,0.25,0.13,0.08,0.12,0.07,0.10,0.05,0.13,0.03,0.03
gonzc001,"2,012.00",0.20,0.20,0.15,0.17,0.27,0.23,0.20,0.12,0.07,0.15,0.05,0.02,0.05,0.10,0.07,0.13
gonzc001,"2,015.00",0.15,0.32,0.10,0.18,0.22,0.23,0.23,0.27,0.03,0.13,0.13,0.05,0.03,0.05,0.07,0.07
gonzc001,"2,016.00",0.20,0.18,0.23,0.12,0.40,0.18,0.15,0.18,0.05,0.05,0.05,0.08,0.02,0.10,0.12,0.02
gonzm002,"2,016.00",0.28,0.25,0.18,0.20,0.17,0.25,0.20,0.30,0.07,0.03,0.03,0.08,0.00,0.02,0.03,0.02
gorda001,"2,012.00",0.28,0.12,0.18,0.22,0.07,0.17,0.13,0.22,0.12,0.10,0.07,0.12,0.17,0.10,0.10,0.07
gorda001,"2,013.00",0.15,0.28,0.18,0.17,0.18,0.18,0.28,0.15,0.03,0.05,0.03,0.12,0.08,0.08,0.15,0.03
gorda001,"2,014.00",0.12,0.17,0.12,0.13,0.23,0.22,0.23,0.20,0.07,0.07,0.08,0.13,0.13,0.07,0.07,0.05
gorda001,"2,016.00",0.37,0.27,0.25,0.23,0.27,0.30,0.23,0.28,0.12,0.08,0.05,0.13,0.12,0.12,0.08,0.08
gordd002,"2,014.00",0.15,0.13,0.17,0.12,0.12,0.17,0.23,0.20,0.07,0.02,0.08,0.10,0.08,0.08,0.03,0.02
gordd002,"2,015.00",0.08,0.15,0.13,0.18,0.20,0.15,0.15,0.10,0.03,0.07,0.03,0.00,0.00,0.00,0.05,0.05
gosea001,"2,015.00",0.37,0.20,0.17,0.23,0.25,0.30,0.23,0.22,0.05,0.07,0.05,0.03,0.08,0.10,0.10,0.12
granc001,"2,012.00",0.23,0.23,0.27,0.25,0.25,0.28,0.30,0.35,0.12,0.13,0.07,0.13,0.10,0.17,0.10,0.10
granc001,"2,014.00",0.27,0.23,0.25,0.27,0.13,0.18,0.12,0.28,0.13,0.08,0.10,0.20,0.20,0.08,0.10,0.10
granc001,"2,015.00",0.13,0.25,0.27,0.20,0.32,0.18,0.22,0.30,0.22,0.10,0.08,0.12,0.07,0.12,0.10,0.07
granc001,"2,016.00",0.22,0.18,0.32,0.25,0.15,0.18,0.15,0.25,0.12,0.08,0.07,0.08,0.07,0.17,0.08,0.08
gregd001,"2,015.00",0.18,0.20,0.10,0.15,0.13,0.12,0.12,0.17,0.05,0.07,0.07,0.03,0.07,0.02,0.03,0.07
gregd001,"2,016.00",0.15,0.12,0.07,0.10,0.12,0.18,0.17,0.23,0.02,0.03,0.05,0.05,0.02,0.02,0.02,0.03
gricr001,"2,016.00",0.27,0.18,0.23,0.23,0.42,0.33,0.28,0.37,0.15,0.05,0.07,0.03,0.07,0.02,0.03,0.05
gyorj001,"2,013.00",0.17,0.18,0.25,0.18,0.27,0.28,0.25,0.27,0.13,0.03,0.10,0.03,0.02,0.03,0.00,0.03
hamib001,"2,014.00",0.20,0.12,0.23,0.13,0.17,0.23,0.23,0.18,0.05,0.03,0.07,0.05,0.02,0.05,0.02,0.05
hamij003,"2,012.00",0.12,0.22,0.23,0.18,0.33,0.18,0.32,0.18,0.05,0.07,0.07,0.08,0.05,0.12,0.05,0.05
hamij003,"2,013.00",0.28,0.25,0.23,0.25,0.20,0.25,0.27,0.23,0.07,0.03,0.05,0.10,0.05,0.10,0.02,0.08
hardj003,"2,012.00",0.15,0.13,0.10,0.17,0.13,0.17,0.17,0.10,0.10,0.03,0.05,0.05,0.02,0.00,0.05,0.10
hardj003,"2,013.00",0.18,0.08,0.03,0.15,0.12,0.13,0.10,0.12,0.07,0.03,0.03,0.07,0.07,0.02,0.05,0.10
hardj003,"2,014.00",0.18,0.08,0.15,0.15,0.20,0.18,0.33,0.13,0.03,0.03,0.05,0.05,0.02,0.03,0.07,0.07
harpb003,"2,012.00",0.15,0.15,0.18,0.28,0.18,0.18,0.25,0.20,0.10,0.13,0.10,0.07,0.07,0.10,0.13,0.02
harpb003,"2,013.00",0.18,0.10,0.20,0.20,0.23,0.20,0.22,0.15,0.07,0.17,0.13,0.15,0.08,0.08,0.13,0.12
harpb003,"2,015.00",0.32,0.25,0.12,0.13,0.15,0.28,0.17,0.20,0.10,0.25,0.18,0.15,0.12,0.15,0.10,0.22
harpb003,"2,016.00",0.10,0.28,0.17,0.15,0.15,0.07,0.20,0.20,0.12,0.13,0.32,0.03,0.12,0.13,0.13,0.18
harrj002,"2,014.00",0.18,0.10,0.10,0.18,0.13,0.22,0.12,0.17,0.03,0.07,0.05,0.03,0.05,0.07,0.02,0.02
harrj002,"2,016.00",0.12,0.15,0.10,0.10,0.18,0.18,0.17,0.12,0.05,0.03,0.03,0.03,0.02,0.02,0.03,0.05
hartc001,"2,012.00",0.25,0.30,0.28,0.23,0.33,0.15,0.23,0.25,0.08,0.08,0.05,0.02,0.05,0.08,0.03,0.03
headc001,"2,012.00",0.20,0.25,0.23,0.17,0.23,0.20,0.28,0.23,0.18,0.17,0.13,0.10,0.12,0.07,0.07,0.17
headc001,"2,013.00",0.23,0.20,0.22,0.17,0.27,0.20,0.27,0.28,0.13,0.08,0.07,0.10,0.08,0.08,0.15,0.03
headc001,"2,014.00",0.22,0.28,0.23,0.22,0.22,0.20,0.30,0.15,0.05,0.17,0.03,0.12,0.00,0.07,0.13,0.13
headc001,"2,015.00",0.25,0.22,0.17,0.22,0.17,0.27,0.12,0.12,0.08,0.03,0.08,0.03,0.07,0.12,0.05,0.10
headc001,"2,016.00",0.20,0.15,0.28,0.18,0.28,0.30,0.25,0.13,0.17,0.05,0.08,0.07,0.12,0.07,0.08,0.05
hecha001,"2,013.00",0.13,0.15,0.13,0.15,0.18,0.15,0.20,0.15,0.07,0.05,0.08,0.02,0.02,0.05,0.07,0.05
hecha001,"2,014.00",0.10,0.23,0.15,0.13,0.18,0.13,0.08,0.13,0.03,0.08,0.05,0.00,0.02,0.03,0.05,0.03
hecha001,"2,015.00",0.13,0.23,0.10,0.13,0.20,0.17,0.17,0.10,0.03,0.02,0.03,0.05,0.03,0.03,0.03,0.05
hecha001,"2,016.00",0.15,0.08,0.13,0.10,0.10,0.12,0.10,0.23,0.07,0.02,0.02,0.03,0.03,0.05,0.03,0.15
hernc005,"2,016.00",0.20,0.10,0.20,0.27,0.17,0.15,0.22,0.18,0.03,0.08,0.08,0.02,0.03,0.05,0.20,0.10
herro001,"2,015.00",0.22,0.23,0.30,0.25,0.17,0.18,0.20,0.25,0.07,0.02,0.03,0.03,0.02,0.03,0.07,0.12
herro001,"2,016.00",0.20,0.10,0.17,0.23,0.17,0.13,0.25,0.15,0.20,0.17,0.08,0.08,0.07,0.07,0.03,0.07
heywj001,"2,012.00",0.23,0.18,0.30,0.20,0.18,0.28,0.27,0.32,0.10,0.15,0.05,0.08,0.05,0.10,0.13,0.10
heywj001,"2,014.00",0.22,0.23,0.13,0.17,0.10,0.13,0.12,0.15,0.17,0.03,0.15,0.08,0.03,0.20,0.05,0.10
heywj001,"2,015.00",0.18,0.17,0.22,0.15,0.15,0.12,0.13,0.13,0.02,0.12,0.03,0.03,0.08,0.12,0.07,0.10
heywj001,"2,016.00",0.22,0.17,0.22,0.25,0.10,0.08,0.13,0.15,0.10,0.15,0.12,0.08,0.07,0.10,0.07,0.02
hilla001,"2,012.00",0.13,0.18,0.15,0.15,0.05,0.15,0.13,0.13,0.12,0.05,0.07,0.05,0.05,0.00,0.10,0.03
hilla001,"2,014.00",0.22,0.17,0.15,0.13,0.18,0.15,0.17,0.25,0.07,0.02,0.12,0.03,0.00,0.02,0.03,0.07
hollm001,"2,012.00",0.17,0.20,0.20,0.20,0.13,0.10,0.22,0.17,0.03,0.12,0.13,0.15,0.10,0.13,0.10,0.08
hollm001,"2,013.00",0.13,0.10,0.13,0.20,0.17,0.12,0.17,0.12,0.10,0.08,0.07,0.12,0.07,0.12,0.10,0.10
hollm001,"2,014.00",0.15,0.12,0.23,0.10,0.12,0.13,0.18,0.22,0.13,0.08,0.10,0.08,0.20,0.07,0.10,0.07
